gata,adress,stadsdel,parkeringsomrade,platstyp,taxa,ovrig_info,giltigt_fran,start_manad,slut_manad,start_dag,slut_dag,start_tid,slut_tid,veckodag,longitud,latitud,fordon,beslut,rdt_url
Herr Stens Väg,Herr Stens Väg 6 - 9,Älvsjö,Älvsjö,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2025-11-14T23:00:00Z,11,5,1,15,1600,800,måndag,18.006167,59.277146,fordon,0180 2025-04398,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04398
Grossistvägen,Grossistvägen 8 - 7,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,tisdag,18.005403,59.268644,fordon,0180 2025-04396,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04396
Grossistvägen,Grossistvägen 4 - 6,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,tisdag,18.006881,59.269381,fordon,0180 2025-04396,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04396
Varuvägen,Varuvägen 9,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,onsdag,18.007144,59.272026,fordon,0180 2025-04219,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04219
Johan Skyttes Väg,Johan Skyttes Väg 201,Älvsjö,Älvsjö,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,,,,,,,,18.005824,59.277827,rörelsehindrade,0180 2025-04483,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04483
Johan Skyttes Väg,Johan Skyttes Väg 201 - 217,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1800,,18.005719,59.277818,fordon,0180 2025-04494,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04494
Johan Skyttes Väg,Johan Skyttes Väg 201 - 217,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1800,,18.005719,59.277818,fordon,0180 2025-04494,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04494
Johan Skyttes Väg,Johan Skyttes Väg 201 - 217,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1600,,18.005719,59.277818,fordon,0180 2025-04494,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04494
Johan Skyttes Väg,Johan Skyttes Väg 201 - 217,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1600,,18.005719,59.277818,fordon,0180 2025-04494,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04494
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006851,59.277503,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006851,59.277503,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006907,59.277391,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006907,59.277391,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006446,59.277446,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
<Gatunamn saknas>,<Adress saknas>,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 06:00-09:00,2025-11-14T23:00:00Z,,,,,900,600,onsdag,18.006446,59.277446,fordon,0180 2025-04243,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04243
Varuvägen,Varuvägen 32,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 00:00-06:00,2025-11-12T23:00:00Z,,,,,600,0,tisdag,18.002851,59.271023,fordon,0180 2025-04220,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04220
Johan Skyttes Väg,Johan Skyttes Väg 218,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1800,,18.002354,59.277702,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 218,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1800,,18.002354,59.277702,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 218,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1600,,18.002354,59.277702,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 218,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1600,,18.002354,59.277702,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 204 - 214D,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1800,,18.005682,59.277907,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 204 - 214D,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1800,,18.005682,59.277907,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 204 - 214D,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,5,10,16,31,900,1600,,18.005682,59.277907,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Johan Skyttes Väg,Johan Skyttes Väg 204 - 214D,Älvsjö,Älvsjö,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-11-14T23:00:00Z,11,5,1,15,900,1600,,18.005682,59.277907,fordon,0180 2025-04493,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=04493
Selmedalsvägen,Hägerstens Allé 7 - Selmedalsvägen 42,Hägersten,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2025-05-21T22:00:00Z,5,10,16,31,,,,17.976063,59.304704,fordon,0180 2025-02083,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=02083
Selmedalsvägen,Selmedalsvägen 82 - 48,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2025-06-03T22:00:00Z,5,10,16,31,,,,17.968886,59.304322,fordon,0180 2025-02067,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=02067
Selmedalsvägen,Selmedalsvägen 82 - 48,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2025-06-03T22:00:00Z,11,5,1,15,1600,800,tisdag,17.968886,59.304322,fordon,0180 2025-02067,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=02067
Selmedalsvägen,Selmedalsvägen 82 - 48,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2025-06-03T22:00:00Z,5,10,16,31,,,,17.968886,59.304322,fordon,0180 2025-02067,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2025&LopNr=02067
