namn,kategori,gata,lat,lon,stadsdel,stadsdelsomrade
Lekplats,Lekplats,Hägerstensvägen,59.3010494,17.9565868,Mälarhöjden,Hägersten-Älvsjö
Utegym,Gym/Utomhusgym,Älvsjöskogens elljusspår,59.2709035,17.9947649,Långsjö,Hägersten-Älvsjö
Spiskroken,Restaurang & Snabbmat,Västbergavägen,59.2928504,18.0082976,Västberga,Hägersten-Älvsjö
Älvsjö Tandläkaren,Tandläkare,Johan Skyttes Väg,59.2780057,18.0059938,Liseberg,Hägersten-Älvsjö
Mejram,Restaurang & Snabbmat,Karusellplan,59.2981398,18.0105611,Västberga,Hägersten-Älvsjö
Asian Garden,Restaurang & Snabbmat,Karusellplan,59.2980092,18.0104411,Västberga,Hägersten-Älvsjö
Istanbul Kolgrill,Restaurang & Snabbmat,Västberga gårdsväg,59.2915406,18.012289,Västberga,Hägersten-Älvsjö
Västbergakällan,Restaurang & Snabbmat,Drivhjulsvägen,59.2959258,18.0176833,Västberga,Hägersten-Älvsjö
Västberga Grillen,Restaurang & Snabbmat,Vretensborgsvägen,59.299127,18.0160865,Västberga,Hägersten-Älvsjö
Nancys Freshfood,Restaurang & Snabbmat,Vretensborgsvägen,59.2985196,18.0146522,Västberga,Hägersten-Älvsjö
ST1,Bensinmack,Vasaloppsvägen,59.2966942,17.973784,Västertorp,Hägersten-Älvsjö
R Han Thai Take Away,Restaurang & Snabbmat,Safirgränd,59.2918739,17.99975,Solberga,Hägersten-Älvsjö
WKB Västberga,Restaurang & Snabbmat,Västberga Allé,59.293817,18.0111796,Västberga,Hägersten-Älvsjö
Erik's,Restaurang & Snabbmat,Sjöviksbacken,59.3045093,18.0304702,Liljeholmen,Hägersten-Älvsjö
The meeting bar & restaurant,Restaurang & Snabbmat,Hägerstensvägen,59.3050438,17.9921902,Aspudden,Hägersten-Älvsjö
Tokai sushi,Restaurang & Snabbmat,Tellusgången,59.2987356,17.990757,Midsommarkransen,Hägersten-Älvsjö
Restaurang & Snabbmat,Restaurang & Snabbmat,Störtloppsvägen,59.2919715,17.9684317,Västertorp,Hägersten-Älvsjö
La Favorita,Restaurang & Snabbmat,Bäckvägen,59.3016611,17.9883394,Hägerstensåsen,Hägersten-Älvsjö
Il Forno di Fruängen,Restaurang & Snabbmat,Vantörsvägen,59.286271,17.9508633,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Piruettvägen,59.2936135,17.9785679,Hägerstensåsen,Hägersten-Älvsjö
GAIA,Restaurang & Snabbmat,Vattenledningsvägen,59.3024341,18.0086666,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Västertorpsvägen,59.2910324,17.97352,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Skridskovägen,59.2929672,17.9759926,Västertorp,Hägersten-Älvsjö
Lekplats,Lekplats,Skridskovägen,59.2927575,17.974138,Västertorp,Hägersten-Älvsjö
Pizza Örnsberg,Restaurang & Snabbmat,Junkergatan,59.3059603,17.9915981,Aspudden,Hägersten-Älvsjö
Hägerstens tandvårdsteam,Tandläkare,Sparbanksvägen,59.2975127,17.9826565,Hägerstensåsen,Hägersten-Älvsjö
Verkets Matsal,Restaurang & Snabbmat,Näbbskostigen,59.2895192,18.0159371,Västberga,Hägersten-Älvsjö
Rain,Restaurang & Snabbmat,Tellusborgsvägen,59.2994428,18.0034208,Midsommarkransen,Hägersten-Älvsjö
Ica Nära Älvsjö,Matbutik,Svartlösavägen,59.2726121,17.9779185,Långsjö,Hägersten-Älvsjö
Lycka Thai & Sushi,Restaurang & Snabbmat,Snöripsvägen,59.2729767,17.9777737,Långsjö,Hägersten-Älvsjö
Thanita's Thai,Restaurang & Snabbmat,Bäckvägen,59.3012951,17.9865035,Hägerstensåsen,Hägersten-Älvsjö
Kafé,Kafé,Personnevägen,59.2980588,17.9760594,Hägersten,Hägersten-Älvsjö
Kronans Apotek,Apotek,Älvsjökopplet,59.2750688,18.0130154,Liseberg,Hägersten-Älvsjö
Puls och Träning,Gym/Utomhusgym,Sjöviksbacken,59.3061169,18.031891,Liljeholmen,Hägersten-Älvsjö
itrim,Gym/Utomhusgym,Liljeholmsvägen,59.3126201,18.0261071,Liljeholmen,Hägersten-Älvsjö
Apoteket,Apotek,Älvsjö Torg,59.2785746,18.0090219,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Toffelbacken,59.286065,18.01502,Solberga,Hägersten-Älvsjö
Hinode Wok,Restaurang & Snabbmat,Älvsjö Torg,59.2786381,18.0093297,Älvsjö,Hägersten-Älvsjö
Systembolaget,Systembolag,Västbergavägen,59.2939589,18.0039519,Västberga,Hägersten-Älvsjö
Krubb,Restaurang & Snabbmat,Telefonvägen,59.298455,17.9953077,Midsommarkransen,Hägersten-Älvsjö
CASA del LAGO,Restaurang & Snabbmat,Strandängsstigen,59.2653194,17.9754574,Långsjö,Hägersten-Älvsjö
Kafé,Kafé,Gårdstigen,59.2653765,17.9753585,Långsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Långsjövägen,59.2689866,17.9699271,Långsjö,Hägersten-Älvsjö
Herrängens gård,Kafé,Segeltorpsvägen,59.273165,17.9608766,Älvsjö,Hägersten-Älvsjö
Subway,Restaurang & Snabbmat,Älvsjö Torg,59.2786951,18.0094843,Älvsjö,Hägersten-Älvsjö
Wild Flower Bakehouse Café,Kafé,Kransbindarvägen,59.3024732,18.001802,Midsommarkransen,Hägersten-Älvsjö
Jarla Trafikskola,Trafikskola,Johan Skyttes Väg,59.278502,18.0080988,Älvsjö,Hägersten-Älvsjö
Stenugnsbröd På Söder,Kafé,Svandammsvägen,59.3014783,18.0130327,Midsommarkransen,Hägersten-Älvsjö
Pizza,Restaurang & Snabbmat,Aklejavägen,59.2772451,17.9660733,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Kristallvägen,59.2877577,18.0013176,Solberga,Hägersten-Älvsjö
Island Hoppers,Restaurang & Snabbmat,Instrumentvägen,59.3055572,17.9826465,Hägersten,Hägersten-Älvsjö
Pepe Rosso,Restaurang & Snabbmat,Älvsjövägen,59.2777849,18.0060419,Liseberg,Hägersten-Älvsjö
Grappolo D'uva,Restaurang & Snabbmat,Älvsjö Torg,59.2787636,18.0086926,Älvsjö,Hägersten-Älvsjö
Fitness24Seven,Gym/Utomhusgym,Älvsjö Broväg,59.2760792,18.0139633,Liseberg,Hägersten-Älvsjö
Thelins,Kafé,Johan Skyttes Väg,59.2787234,18.008594,Älvsjö,Hägersten-Älvsjö
WRAP'Z,Restaurang & Snabbmat,Svandammsvägen,59.3018326,18.015297,Midsommarkransen,Hägersten-Älvsjö
Rosteriet,Kafé,Rosterigränd,59.3119336,18.0239912,Liljeholmen,Hägersten-Älvsjö
Marrakech Resturang,Restaurang & Snabbmat,Årstaängsvägen,59.3096235,18.030495,Liljeholmen,Hägersten-Älvsjö
Via loreto,Restaurang & Snabbmat,Årstaängsvägen,59.3095015,18.0283179,Liljeholmen,Hägersten-Älvsjö
Let's Eat Sushi,Restaurang & Snabbmat,Sjöviksvägen,59.3082152,18.0270286,Liljeholmen,Hägersten-Älvsjö
MGL Sushi,Restaurang & Snabbmat,Fredsborgstorget,59.3072681,18.0268205,Liljeholmen,Hägersten-Älvsjö
Tant Maja och Fröken Emilia,Kafé,Marieviksgatan,59.3081333,18.0272421,Liljeholmen,Hägersten-Älvsjö
Blockriket,Lekplats,Sjöviksvägen,59.3048279,18.0358318,Liljeholmen,Hägersten-Älvsjö
Sjöviks pizza & kebab,Restaurang & Snabbmat,Grönbrinksgatan,59.3070687,18.0292022,Liljeholmen,Hägersten-Älvsjö
Haandi,Restaurang & Snabbmat,Sjöviksvägen,59.3064883,18.0322898,Liljeholmen,Hägersten-Älvsjö
Vår Pizza,Restaurang & Snabbmat,Erik Segersälls Väg,59.3059146,18.0011339,Aspudden,Hägersten-Älvsjö
Pizzabagaren,Restaurang & Snabbmat,Tellusborgsvägen,59.298133,18.0025128,Västberga,Hägersten-Älvsjö
Hanami Hawaiian Poké & Sushi,Restaurang & Snabbmat,Sjöviksvägen,59.3060444,18.0325963,Liljeholmen,Hägersten-Älvsjö
Lilla Paradiset,Restaurang & Snabbmat,Örnsbergsvägen,59.3055597,17.9890185,Aspudden,Hägersten-Älvsjö
Apoteket,Apotek,Axelsbergs Torg,59.304169,17.9748559,Hägersten,Hägersten-Älvsjö
ICA Supermarket Telefonplan,Matbutik,Tellusborgsvägen,59.2966808,18.0014892,Västberga,Hägersten-Älvsjö
Brödernas,Restaurang & Snabbmat,Sjövikskajen,59.3066191,18.0334682,Liljeholmen,Hägersten-Älvsjö
Strong body & mind,Gym/Utomhusgym,Sjöviksvägen,59.3053163,18.0358886,Liljeholmen,Hägersten-Älvsjö
Café Cul-De-Sac,Kafé,Lusuddsvägen,59.316319,18.0163716,Gröndal,Hägersten-Älvsjö
Del Mare,Restaurang & Snabbmat,Nybohovsbacken,59.3090971,18.0155531,Liljeholmen,Hägersten-Älvsjö
Fitness24Seven,Gym/Utomhusgym,Fruängsgången,59.2855188,17.9646495,Fruängen,Hägersten-Älvsjö
Systembolaget,Systembolag,Nybohovsbacken,59.3094674,18.0214651,Liljeholmen,Hägersten-Älvsjö
Lekplats,Lekplats,Störtloppsvägen,59.295542,17.9655927,Västertorp,Hägersten-Älvsjö
Biocafé Tellus,Kafé,Vattenledningsvägen,59.3019499,18.0075039,Midsommarkransen,Hägersten-Älvsjö
Thaimat Take Away,Restaurang & Snabbmat,Slättgårdsvägen,59.3007035,17.957103,Mälarhöjden,Hägersten-Älvsjö
Bakom hörnet,Restaurang & Snabbmat,Midsommarvägen,59.299527,18.0053741,Midsommarkransen,Hägersten-Älvsjö
Masahiro,Restaurang & Snabbmat,Tellusborgsvägen,59.2982973,18.0026717,Västberga,Hägersten-Älvsjö
Lekplats,Lekplats,Pingstvägen,59.3012522,17.9939547,Midsommarkransen,Hägersten-Älvsjö
Bonne Femme,Kafé,Erik Segersälls Väg,59.3062326,18.0008701,Aspudden,Hägersten-Älvsjö
Saigon House,Restaurang & Snabbmat,Hägerstensvägen,59.3056332,17.9983257,Aspudden,Hägersten-Älvsjö
Körkortshuset,Trafikskola,Nybohovsbacken,59.3099318,18.0250845,Liljeholmen,Hägersten-Älvsjö
Liljeholmens bilskola,Trafikskola,Liljeholmstorget,59.3105393,18.0221584,Liljeholmen,Hägersten-Älvsjö
Sushi by Rino,Restaurang & Snabbmat,Svartlösavägen,59.2842313,17.9855051,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Långbrovägen,59.2788513,17.9941093,Älvsjö,Hägersten-Älvsjö
Parkfiken,Kafé,Torsten Almsstigen,59.3076579,17.9949017,Aspudden,Hägersten-Älvsjö
Prepp,Kafé,Årstaängsvägen,59.310603,18.0297263,Liljeholmen,Hägersten-Älvsjö
Furellios Ristorante,Restaurang & Snabbmat,Nyårsvägen,59.3025113,17.994733,Midsommarkransen,Hägersten-Älvsjö
Bonne Femme Stenungsbageri,Kafé,Midsommarvägen,59.2995714,18.0041699,Midsommarkransen,Hägersten-Älvsjö
Xi'an Köket,Restaurang & Snabbmat,Bäckvägen,59.3024092,17.994269,Midsommarkransen,Hägersten-Älvsjö
Lekplats,Lekplats,Typografvägen,59.3032597,17.9905437,Hägersten,Hägersten-Älvsjö
A.B.Café,Kafé,Valborgsmässovägen,59.2995931,17.998632,Midsommarkransen,Hägersten-Älvsjö
NIDa Catering och festvåning,Restaurang & Snabbmat,Marieviksgatan,59.3100886,18.03051,Liljeholmen,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Ingenjörsvägen,59.3063503,18.0256674,Liljeholmen,Hägersten-Älvsjö
Texas Longhorn,Restaurang & Snabbmat,Götalandsvägen,59.2801143,18.00389,Älvsjö,Hägersten-Älvsjö
800 Grader,Restaurang & Snabbmat,Cedergrensvägen,59.3034407,18.002799,Midsommarkransen,Hägersten-Älvsjö
Distriktstandvården Liljeholmen,Tandläkare,Liljeholmstorget,59.309844,18.021877,Liljeholmen,Hägersten-Älvsjö
Solbergaskogens utegym,Gym/Utomhusgym,Smaragdstigen,59.2853453,18.005873,Solberga,Hägersten-Älvsjö
Teso Sushi,Restaurang & Snabbmat,Kabelverksgatan,59.2823244,18.0028619,Älvsjö,Hägersten-Älvsjö
Oh Poké,Restaurang & Snabbmat,Älvsjö Stationsgata,59.2796169,18.0120045,Älvsjö,Hägersten-Älvsjö
Solbrännans utegym,Gym/Utomhusgym,Apelsinstigen,59.2819949,18.0153827,Älvsjö,Hägersten-Älvsjö
Systembolaget,Systembolag,Älvsjö Ängsväg,59.275255,18.0128234,Liseberg,Hägersten-Älvsjö
Lubnan Kajen,Restaurang & Snabbmat,Sjövikskajen,59.3061152,18.0354217,Liljeholmen,Hägersten-Älvsjö
SATS Liljeholmstorget,Gym/Utomhusgym,Liljeholmstorget,59.309834,18.022026,Liljeholmen,Hägersten-Älvsjö
Bastard Burgers,Restaurang & Snabbmat,Liljeholmstorget,59.309643,18.0224993,Liljeholmen,Hägersten-Älvsjö
Slow Hands,Kafé,Sedelvägen,59.2952723,17.9796325,Hägerstensåsen,Hägersten-Älvsjö
Thailaan,Matbutik,Nybohovsbacken,59.3093456,18.0214941,Liljeholmen,Hägersten-Älvsjö
Veloce Pizza,Restaurang & Snabbmat,Kabelverksgatan,59.2820466,18.002632,Älvsjö,Hägersten-Älvsjö
Sushi Yama,Restaurang & Snabbmat,Liljeholmstorget,59.3095845,18.0218108,Liljeholmen,Hägersten-Älvsjö
Bio Aspen,Biograf,Hägerstensvägen,59.3060441,18.0066425,Aspudden,Hägersten-Älvsjö
TOVE,Restaurang & Snabbmat,Sjöviksbacken,59.3049772,18.030666,Liljeholmen,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Västbergavägen,59.2938492,18.0041601,Västberga,Hägersten-Älvsjö
Coop Svandammsplan,Matbutik,Pingstvägen,59.3010865,18.0032136,Midsommarkransen,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Örnsbergsvägen,59.3052207,17.9890893,Aspudden,Hägersten-Älvsjö
Studio Mimundo,,Kabelverksgatan,59.2826737,18.0007297,Älvsjö,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Doktor Widerströms Gata,59.2881437,17.9585985,Fruängen,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Vantörsvägen,59.282748,17.9632351,Fruängen,Hägersten-Älvsjö
Apotek Hjärtat,Apotek,Fruängsgången,59.2855373,17.9641768,Fruängen,Hägersten-Älvsjö
Circle K,Bensinmack,Varuvägen,59.2718312,18.0095316,Älvsjö,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Sedelvägen,59.2979322,17.9864008,Hägerstensåsen,Hägersten-Älvsjö
Älvsjö Centrum Vårdcentral,Vårdcentral,Älvsjö Stationsgata,59.2780408,18.0085476,Älvsjö,Hägersten-Älvsjö
Midoris,Restaurang & Snabbmat,Sjövikskajen,59.3058102,18.0367235,Liljeholmen,Hägersten-Älvsjö
Thai Wok Orkidé,Restaurang & Snabbmat,Bäckvägen,59.3022428,17.9935758,Midsommarkransen,Hägersten-Älvsjö
Gymmet,Gym/Utomhusgym,Årsta Hamnväg,59.3084472,18.0268805,Liljeholmen,Hägersten-Älvsjö
Ponte & Simone,Restaurang & Snabbmat,Sjövikskajen,59.3060783,18.0356973,Liljeholmen,Hägersten-Älvsjö
3Sixty,Restaurang & Snabbmat,Sjövikskajen,59.3061695,18.0351583,Liljeholmen,Hägersten-Älvsjö
Färgfabrikens Kafé,Restaurang & Snabbmat,Lövholmsbrinken,59.3153217,18.0193396,Liljeholmen,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Johan Skyttes Väg,59.2778284,18.0031991,Liseberg,Hägersten-Älvsjö
Konstfack bibliotek,Bibliotek,LM Ericssons Väg,59.2998873,17.9941863,Midsommarkransen,Hägersten-Älvsjö
Pizzeria Delize,Restaurang & Snabbmat,Skridskovägen,59.2939651,17.9768288,Västertorp,Hägersten-Älvsjö
Piatto Fresco,Restaurang & Snabbmat,Årsta Skolgränd,59.3015269,18.0297314,Liljeholmen,Hägersten-Älvsjö
Lulu,Restaurang & Snabbmat,Tellusborgsvägen,59.2979966,18.0023627,Västberga,Hägersten-Älvsjö
Skin Team,Vårdcentral,Fruängsgatan,59.2846062,17.9604355,Fruängen,Hägersten-Älvsjö
My Favorit Grill,Restaurang & Snabbmat,Doktor Widerströms Gata,59.2853426,17.95617,Fruängen,Hägersten-Älvsjö
Fruängens Trafikskola,Trafikskola,Fruängsgatan,59.284921,17.961645,Fruängen,Hägersten-Älvsjö
Sushi & Poke,Restaurang & Snabbmat,Vantörsvägen,59.2861904,17.9532279,Fruängen,Hägersten-Älvsjö
Il Forno,Restaurang & Snabbmat,Vantörsvägen,59.2863117,17.9507629,Fruängen,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Vantörsvägen,59.2864995,17.9537332,Fruängen,Hägersten-Älvsjö
Grill&Wok Stugan,Restaurang & Snabbmat,Varuvägen,59.2717762,18.0071086,Älvsjö,Hägersten-Älvsjö
Sushi Kawa,Restaurang & Snabbmat,Fruängstorget,59.2858028,17.9638267,Fruängen,Hägersten-Älvsjö
Nordic Wellness,Gym/Utomhusgym,Elsa Brändströms Gata,59.2868351,17.9640998,Fruängen,Hägersten-Älvsjö
Fruängens Tandläkare,Tandläkare,Elsa Brändströms Gata,59.2884181,17.9629296,Fruängen,Hägersten-Älvsjö
Fruängstandläkarna,Tandläkare,Elsa Brändströms Gata,59.2882672,17.9630587,Fruängen,Hägersten-Älvsjö
Fruängens Familjetandvård,Tandläkare,Hanna Paulis Gata,59.2867241,17.9635245,Fruängen,Hägersten-Älvsjö
Babas,Restaurang & Snabbmat,Fruängstorget,59.2857997,17.9639333,Fruängen,Hägersten-Älvsjö
Fruängen Dental,Tandläkare,Fruängsgången,59.285451,17.9637336,Fruängen,Hägersten-Älvsjö
Home Food,Restaurang & Snabbmat,Fruängsplan,59.2859601,17.9652138,Fruängen,Hägersten-Älvsjö
Folktandvården,Tandläkare,Västertorpsplan,59.2925671,17.9689012,Västertorp,Hägersten-Älvsjö
Surdegspizza,Restaurang & Snabbmat,Vasaloppsvägen,59.2937752,17.9655439,Västertorp,Hägersten-Älvsjö
Västertorps Hjärta,Restaurang & Snabbmat,Störtloppsvägen,59.2936722,17.9672747,Västertorp,Hägersten-Älvsjö
Vår Pizza,Restaurang & Snabbmat,Västertorpsplan,59.2924658,17.9689861,Västertorp,Hägersten-Älvsjö
Samtal Dental,Tandläkare,Jordkabelgatan,59.2822406,18.0020749,Älvsjö,Hägersten-Älvsjö
Goal Vision Dream,Gym/Utomhusgym,Kabelverksgatan,59.282684,18.0013459,Älvsjö,Hägersten-Älvsjö
Maritza Fixar,Vårdcentral,Götalandsvägen,59.2802531,18.0130392,Älvsjö,Hägersten-Älvsjö
Älvsjö Tandvård,Tandläkare,Prästgårdsgränd,59.280285,18.0112353,Älvsjö,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Götalandsvägen,59.279558,18.0106482,Älvsjö,Hägersten-Älvsjö
The Garden,Restaurang & Snabbmat,Mässvägen,59.2767476,18.0113337,Liseberg,Hägersten-Älvsjö
Ichiban,Restaurang & Snabbmat,Skridskovägen,59.2940655,17.9767838,Västertorp,Hägersten-Älvsjö
Axelsbergs Tandläkarna,Tandläkare,Selmedalsvägen,59.3046899,17.9740205,Hägersten,Hägersten-Älvsjö
Cachay,Kafé,Skridskovägen,59.2940156,17.976807,Västertorp,Hägersten-Älvsjö
Tang Ji,Restaurang & Snabbmat,Axelsbergs Torg,59.3042013,17.9748353,Hägersten,Hägersten-Älvsjö
Tandläkare,Tandläkare,Hägerstensvägen,59.3009479,17.9580862,Hägersten,Hägersten-Älvsjö
Brödernas,Restaurang & Snabbmat,Brådstupsvägen,59.3041131,17.9589797,Hägersten,Hägersten-Älvsjö
Catarina,Restaurang & Snabbmat,Sparbanksvägen,59.2951096,17.9838697,Hägerstensåsen,Hägersten-Älvsjö
Topoli,Restaurang & Snabbmat,Korpmossevägen,59.2910859,17.9904856,Västberga,Hägersten-Älvsjö
Holy Kebab,Restaurang & Snabbmat,Telefonplan,59.2990773,17.9955577,Midsommarkransen,Hägersten-Älvsjö
Texas Longhorn,Restaurang & Snabbmat,Telefonplan,59.2990535,17.9950864,Midsommarkransen,Hägersten-Älvsjö
Brödernas,Restaurang & Snabbmat,LM Ericssons Väg,59.2990343,17.9952838,Midsommarkransen,Hägersten-Älvsjö
Gigis Hörna,Restaurang & Snabbmat,Tellusgången,59.2987978,17.9896584,Midsommarkransen,Hägersten-Älvsjö
Nataljas Medicinska Fotvård,Vårdcentral,Midsommarvägen,59.2995544,18.0046911,Midsommarkransen,Hägersten-Älvsjö
Skog,Gym/Utomhusgym,Tellusborgsvägen,59.2992941,18.0038141,Västberga,Hägersten-Älvsjö
Mitt Gym,Gym/Utomhusgym,Tellusborgsvägen,59.2987718,18.0020897,Västberga,Hägersten-Älvsjö
stc,Gym/Utomhusgym,Midsommargränd,59.2989891,18.0036417,Västberga,Hägersten-Älvsjö
Noli Deli,Restaurang & Snabbmat,Midsommarparken,59.3012561,18.0120163,Midsommarkransen,Hägersten-Älvsjö
Målarverkstadens Bistro,Kafé,Hägerstensvägen,59.3054014,17.9937227,Aspudden,Hägersten-Älvsjö
Thurson & Engquist,Tandläkare,Botvidsgatan,59.3060239,17.9982697,Aspudden,Hägersten-Älvsjö
Bara Yoga,Gym/Utomhusgym,Schlytersvägen,59.3067148,18.0003357,Aspudden,Hägersten-Älvsjö
STC,Gym/Utomhusgym,Klacktorget,59.2868632,18.0099703,Solberga,Hägersten-Älvsjö
Lokanta,Restaurang & Snabbmat,Kristalltorget,59.2899188,17.9989496,Solberga,Hägersten-Älvsjö
Restaurang & Snabbmat,Restaurang & Snabbmat,Kristalltorget,59.290128,17.9996432,Solberga,Hägersten-Älvsjö
Tandvård,Tandläkare,Örby Slottsväg,59.2802409,18.0337115,Örby slott,Hägersten-Älvsjö
Hägerstens trafikskola,Trafikskola,Hägerstensvägen,59.3058983,18.0076915,Aspudden,Hägersten-Älvsjö
Kim Ban Ban,Restaurang & Snabbmat,Nybohovsbacken,59.3095202,18.021603,Liljeholmen,Hägersten-Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Tellusborgsvägen,59.3004082,18.0045074,Midsommarkransen,Hägersten-Älvsjö
Johan Skytteskolans utegym,Gym/Utomhusgym,Västerängsvägen,59.277314,17.9829224,Älvsjö,Hägersten-Älvsjö
Dentalisterna,Tandläkare,Liljeholmsvägen,59.3118095,18.024004,Liljeholmen,Hägersten-Älvsjö
Thelins konditori,Kafé,Gröndalsvägen,59.3154302,18.0013803,Gröndal,Hägersten-Älvsjö
Beirut Lounge,Restaurang & Snabbmat,Fruängstorget,59.2857974,17.9640318,Fruängen,Hägersten-Älvsjö
Café Nero,Kafé,Liljeholmstorget,59.3097814,18.022905,Liljeholmen,Hägersten-Älvsjö
Il Forno,Restaurang & Snabbmat,Liljeholmstorget,59.309555,18.0220841,Liljeholmen,Hägersten-Älvsjö
Kebab-ish,Restaurang & Snabbmat,Liljeholmstorget,59.3097263,18.022769,Liljeholmen,Hägersten-Älvsjö
Naked fish,Restaurang & Snabbmat,Fågeltorget,59.3055101,17.9931902,Aspudden,Hägersten-Älvsjö
La Casa de Planka,Restaurang & Snabbmat,Klockhusgränd,59.2810236,18.0003712,Liseberg,Hägersten-Älvsjö
Magic Masala,Restaurang & Snabbmat,Nioörtsvägen,59.3015599,18.016121,Midsommarkransen,Hägersten-Älvsjö
Midsommarkransens trafikskola,Trafikskola,Tegelbruksvägen,59.3025534,18.014335,Midsommarkransen,Hägersten-Älvsjö
Smash N Grab,Restaurang & Snabbmat,Fredsborgsgatan,59.3059707,18.0303074,Liljeholmen,Hägersten-Älvsjö
Kringelgården Kransen,Kafé,Radiusbacken,59.2985575,18.0029163,Västberga,Hägersten-Älvsjö
Lisebergs vårdcentral,Vårdcentral,Annebodavägen,59.2848365,18.0303853,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Pingstvägen,59.301087,17.9937606,Midsommarkransen,Hägersten-Älvsjö
Lugnet,Lekplats,Terrängvägen,59.2942412,17.9700555,Västertorp,Hägersten-Älvsjö
Kristallparken,Lekplats,Sulvägen,59.2871487,18.0034603,Solberga,Hägersten-Älvsjö
Lekplats,Lekplats,Elsa Borgs Gata,59.2828065,17.9659617,Fruängen,Hägersten-Älvsjö
Lekplatsen Solhatten,Lekplats,Elsa Borgs Gata,59.283478,17.9673044,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Fruängsgatan,59.284193,17.9681413,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Lina Sandells Plan,59.2837588,17.9601189,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Lina Sandells Plan,59.2845656,17.9610146,Fruängen,Hägersten-Älvsjö
Pizzeria Lugano,Restaurang & Snabbmat,Fredrika Bremers Gata,59.2835794,17.970829,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Elin Wägners Gata,59.2852541,17.9726617,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Elin Wägners Gata,59.2859825,17.9710023,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Elin Wägners Gata,59.2844173,17.9718698,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Ellen Keys Gata,59.2882191,17.9662852,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Fredrika Bremers Gata,59.2871324,17.9714389,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Hanna Paulis Gata,59.2876557,17.9618021,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Hanna Paulis Gata,59.2867196,17.9629663,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Hanna Paulis Gata,59.2871711,17.9619961,Fruängen,Hägersten-Älvsjö
Parkleken Vippan,Lekplats,Elin Wägners Gata,59.2868424,17.9696987,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Eva Bonniers Gata,59.2856931,17.9605601,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Doktor Widerströms Gata,59.2850186,17.9588585,Fruängen,Hägersten-Älvsjö
Hamburgarprinsen,Restaurang & Snabbmat,Doktor Widerströms Gata,59.2853476,17.9561503,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Doktor Widerströms Gata,59.2871093,17.9581462,Fruängen,Hägersten-Älvsjö
Lekplats,Lekplats,Doktor Widerströms Gata,59.2864981,17.9574888,Fruängen,Hägersten-Älvsjö
Storhagen,Lekplats,Herrängsvägen,59.2754336,17.9612046,Älvsjö,Hägersten-Älvsjö
Fruktparken,Lekplats,Liljeholmsgränd,59.3110715,18.022184,Liljeholmen,Hägersten-Älvsjö
Tre kungars lund,Lekplats,Tre kungars lund,59.284972,18.0237632,Älvsjö,Hägersten-Älvsjö
Lidl,Matbutik,Elisabeth Tamms Gata,59.285627,17.9544506,Fruängen,Hägersten-Älvsjö
Coop Mälarhöjden,Matbutik,Hägerstensvägen,59.3013291,17.9573872,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Fem Fålars Brunn,59.2847863,18.0268878,Älvsjö,Hägersten-Älvsjö
Lekplats,Lekplats,Mickelsbergsvägen,59.2866784,17.975077,Fruängen,Hägersten-Älvsjö
Långbro värdshus,Restaurang & Snabbmat,Stora Mans väg,59.282823,17.9708426,Älvsjö,Hägersten-Älvsjö
Arkenparken,Lekplats,Torsslowsbacken,59.3062412,17.9769444,Hägersten,Hägersten-Älvsjö
Lekplats,Lekplats,Mästarbacken,59.2981977,17.9431737,Mälarhöjden,Hägersten-Älvsjö
